iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ZAF,Africa,South Africa,2020-02-07,,,,,,,,,,,,,,,,,,,,,,42.0,,0.001,,,,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,1588.2,2.84,8.13,27.009317
ZAF,Africa,South Africa,2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-11,,,,,,,,,,,,,,,,,,,,,,61.0,,0.001,,,,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-13,,,,,,,,,,,,,,,,,,,,,,67.0,,0.001,,,,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-14,,,,,,,,,,,,,,,,,,,,,,71.0,4.0,0.001,0.0,4.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,1870.5,2.88,3.14,31.81018
ZAF,Africa,South Africa,2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-19,,,,,,,,,,,,,,,,,,,,,,95.0,,0.002,,4.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-20,,,,,,,,,,,,,,,,,,,,,,106.0,11.0,0.002,0.0,6.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,2238.0,3.03,4.11,38.059975
ZAF,Africa,South Africa,2020-02-24,,,,,,,,,,,,,,,,,,,,,,116.0,,0.002,,4.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-26,,,,,,,,,,,,,,,,,,,,,,121.0,,0.002,,4.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,1860.9,2.23,-4.01,31.646921
ZAF,Africa,South Africa,2020-03-02,,,,,,,,,,,,,,,,,,,,,,160.0,,0.003,,6.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-03,,,,,,,,,,,,,,,,,,,,,,164.0,4.0,0.003,0.0,6.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,people tested,,,,,,,,,,,,,,2.78,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-05,1.0,1.0,,,,,0.017,0.017,,,,,,0.0,0.0,,,,,,,,,,,8.0,0.0,,,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-06,1.0,0.0,,,,,0.017,0.0,,,,,,,,,,,,,,200.0,,0.003,,9.0,0.0,,,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-07,1.0,0.0,,,,,0.017,0.0,,,,,,0.0,0.0,,,,,,,241.0,41.0,0.004,0.001,14.0,0.0,,,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-08,3.0,2.0,,,,,0.05,0.033,,,,,,0.0,0.0,,,,,,,,,,,27.0,0.0,,,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,2364.8,2.55,5.4,40.21637
ZAF,Africa,South Africa,2020-03-09,3.0,0.0,,,,,0.05,0.0,,,,,,0.0,0.0,,,,,,,,,,,40.0,0.001,,,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-10,7.0,4.0,1.0,,,,0.117,0.067,0.017,,,,,0.0,0.0,,,,,,,,,,,54.0,0.001,0.0185,54.0,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-11,13.0,6.0,1.857,,,,0.217,0.1,0.031,,,,,0.0,0.0,,,,,,,645.0,,0.011,,67.0,0.001,0.0277,36.1,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-12,17.0,4.0,2.286,,,,0.284,0.067,0.038,,,,,0.0,0.0,,,,,,,848.0,203.0,0.014,0.003,94.0,0.002,0.0243,41.1,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-13,24.0,7.0,3.286,,,,0.401,0.117,0.055,,,,,0.0,0.0,,,,,,,924.0,76.0,0.016,0.001,103.0,0.002,0.0319,31.3,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-14,38.0,14.0,5.286,,,,0.634,0.234,0.088,,,,,0.0,0.0,,,,,,,1017.0,93.0,0.017,0.002,111.0,0.002,0.0476,21.0,people tested,,,,,,,,,,,,,,13.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-15,51.0,13.0,6.857,,,,0.852,0.217,0.114,,,,,0.0,0.0,,,,,,,1476.0,459.0,0.025,0.008,162.0,0.003,0.0423,23.6,people tested,,,,,,,,,,,,,,19.44,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,2648.3,2.6,3.11,45.03764
ZAF,Africa,South Africa,2020-03-16,62.0,11.0,8.429,,,,1.035,0.184,0.141,,,,,0.0,0.0,,,,,,,2405.0,929.0,0.04,0.016,280.0,0.005,0.0301,33.2,people tested,,,,,,,,,,,,,,38.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-17,62.0,0.0,7.857,,,,1.035,0.0,0.131,,,,,0.0,0.0,,,,,,,2911.0,506.0,0.049,0.009,338.0,0.006,0.0232,43.0,people tested,,,,,,,,,,,,,,38.89,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-18,116.0,54.0,14.714,,,,1.937,0.902,0.246,,,,,0.0,0.0,,,,,,,3070.0,159.0,0.052,0.003,346.0,0.006,0.0425,23.5,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-19,150.0,34.0,19.0,,,,2.504,0.568,0.317,,,,2.08,0.0,0.0,,,,,,,4832.0,1762.0,0.081,0.03,569.0,0.01,0.0334,29.9,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-20,202.0,52.0,25.429,,,,3.373,0.868,0.425,,,,2.08,0.0,0.0,,,,,,,6438.0,1606.0,0.108,0.027,788.0,0.013,0.0323,31.0,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-21,240.0,38.0,28.857,,,,4.007,0.634,0.482,,,,2.08,0.0,0.0,,,,,,,7425.0,987.0,0.125,0.017,915.0,0.015,0.0315,31.7,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-22,274.0,34.0,31.857,,,,4.575,0.568,0.532,,,,2.07,0.0,0.0,,,,,,,9315.0,1890.0,0.157,0.032,1120.0,0.019,0.0284,35.2,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,2760.8,2.49,1.25,46.950844
ZAF,Africa,South Africa,2020-03-23,402.0,128.0,48.571,,,,6.712,2.137,0.811,,,,2.08,0.0,0.0,,,,,,,12815.0,3500.0,0.216,0.059,1487.0,0.025,0.0327,30.6,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-24,554.0,152.0,70.286,,,,9.25,2.538,1.174,,,,2.04,0.0,0.0,,,,,,,15529.0,2714.0,0.261,0.046,1803.0,0.03,0.039,25.7,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-25,709.0,155.0,84.714,,,,11.838,2.588,1.414,,,,1.96,2.0,0.033,,,,,,,,,,,2133.0,0.036,0.0397,25.2,people tested,,,,,,,,,,,,,,55.56,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-26,927.0,218.0,111.0,,,,15.477,3.64,1.853,,,,1.87,2.0,0.033,,,,,,,20471.0,,0.345,,2234.0,0.038,0.0497,20.1,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-27,1170.0,243.0,138.286,1.0,1.0,,19.535,4.057,2.309,0.017,0.017,,1.75,7.0,0.117,,,,,,,28537.0,8066.0,0.48,0.136,3157.0,0.053,0.0438,22.8,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-28,1187.0,17.0,135.286,1.0,0.0,,19.818,0.284,2.259,0.017,0.0,,1.62,7.0,0.117,,,,,,,31963.0,3426.0,0.538,0.058,3505.0,0.059,0.0386,25.9,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-29,1280.0,93.0,143.714,2.0,1.0,,21.371,1.553,2.399,0.033,0.017,,1.52,7.0,0.117,,,,,,,35593.0,3630.0,0.599,0.061,3754.0,0.063,0.0383,26.1,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,2411.5,2.01,-3.72,41.01056
ZAF,Africa,South Africa,2020-03-30,1326.0,46.0,132.0,3.0,1.0,,22.139,0.768,2.204,0.05,0.017,,1.42,7.0,0.117,,,,,,,38409.0,2816.0,0.647,0.047,3656.0,0.062,0.0361,27.7,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-03-31,1353.0,27.0,114.143,5.0,2.0,,22.59,0.451,1.906,0.083,0.033,,1.35,7.0,0.117,,,,,,,41072.0,2663.0,0.692,0.045,3649.0,0.061,0.0313,32.0,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-01,1380.0,27.0,95.857,5.0,0.0,0.714,23.041,0.451,1.6,0.083,0.0,0.012,1.3,7.0,0.117,,,,,,,44292.0,3220.0,0.746,0.054,3756.0,0.063,0.0255,39.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-02,1462.0,82.0,76.429,5.0,0.0,0.714,24.41,1.369,1.276,0.083,0.0,0.012,1.26,7.0,0.117,,,,,,,47965.0,3673.0,0.808,0.062,3928.0,0.066,0.0195,51.4,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-03,1505.0,43.0,47.857,9.0,4.0,1.143,25.128,0.718,0.799,0.15,0.067,0.019,1.24,7.0,0.117,,,,,,,50361.0,2396.0,0.848,0.04,3118.0,0.052,0.0153,65.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-04,1585.0,80.0,56.857,9.0,0.0,1.143,26.463,1.336,0.949,0.15,0.0,0.019,1.24,7.0,0.117,,,,,,,53937.0,3576.0,0.908,0.06,3139.0,0.053,0.0181,55.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-05,1655.0,70.0,53.571,11.0,2.0,1.286,27.632,1.169,0.894,0.184,0.033,0.021,1.22,10.0,0.167,,,,,,,56873.0,2936.0,0.958,0.049,3040.0,0.051,0.0176,56.7,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,1518.6,1.17,-9.24,25.825684
ZAF,Africa,South Africa,2020-04-06,1686.0,31.0,51.429,12.0,1.0,1.286,28.15,0.518,0.859,0.2,0.017,0.021,1.22,10.0,0.167,,,,,,,58098.0,1225.0,0.978,0.021,2813.0,0.047,0.0183,54.7,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-07,1749.0,63.0,56.571,13.0,1.0,1.143,29.202,1.052,0.945,0.217,0.017,0.019,1.23,10.0,0.167,,,,,,,,,,,2838.0,0.048,0.0199,50.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-08,1845.0,96.0,66.429,18.0,5.0,1.857,30.804,1.603,1.109,0.301,0.083,0.031,1.24,10.0,0.167,,,,,,,63776.0,,1.074,,2783.0,0.047,0.0239,41.9,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-09,1934.0,89.0,67.429,18.0,0.0,1.857,32.29,1.486,1.126,0.301,0.0,0.031,1.25,10.0,0.167,,,,,,,68874.0,5098.0,1.16,0.086,2987.0,0.05,0.0226,44.3,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-10,2003.0,69.0,71.143,24.0,6.0,2.143,33.442,1.152,1.188,0.401,0.1,0.036,1.26,10.0,0.167,,,,,,,73028.0,4154.0,1.23,0.07,3238.0,0.055,0.022,45.5,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-11,2028.0,25.0,63.286,25.0,1.0,2.286,33.86,0.417,1.057,0.417,0.017,0.038,1.29,10.0,0.167,,,,,,,75053.0,2025.0,1.264,0.034,3017.0,0.051,0.021,47.7,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-12,2173.0,145.0,74.0,25.0,0.0,2.0,36.281,2.421,1.236,0.417,0.0,0.033,1.32,10.0,0.167,,,,,,,80085.0,5032.0,1.348,0.085,3316.0,0.056,0.0223,44.8,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,934.89996,0.67,-6.19,15.8991375
ZAF,Africa,South Africa,2020-04-13,2272.0,99.0,83.714,27.0,2.0,2.143,37.934,1.653,1.398,0.451,0.033,0.036,1.34,26.0,0.434,,,,,,,83663.0,3578.0,1.409,0.06,3652.0,0.061,0.0229,43.6,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-14,2415.0,143.0,95.143,27.0,0.0,2.0,40.321,2.388,1.589,0.451,0.0,0.033,1.36,26.0,0.434,,,,,,,87022.0,3359.0,1.465,0.057,3726.0,0.063,0.0255,39.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-15,2506.0,91.0,94.429,34.0,7.0,2.286,41.841,1.519,1.577,0.568,0.117,0.038,1.37,27.0,0.451,,,,,,,90515.0,3493.0,1.524,0.059,3820.0,0.064,0.0247,40.5,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-16,2605.0,99.0,95.857,48.0,14.0,4.286,43.494,1.653,1.6,0.801,0.234,0.072,1.38,27.0,0.451,,,,,,,95060.0,4545.0,1.601,0.077,3741.0,0.063,0.0256,39.0,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-17,2783.0,178.0,111.429,50.0,2.0,3.714,46.466,2.972,1.86,0.835,0.033,0.062,1.4,27.0,0.451,96.0,1.603,,,,,100827.0,5767.0,1.698,0.097,3971.0,0.067,0.0281,35.6,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-18,3034.0,251.0,143.714,52.0,2.0,3.857,50.656,4.191,2.399,0.868,0.033,0.064,1.42,36.0,0.601,101.0,1.686,,,,,108021.0,7194.0,1.819,0.121,4710.0,0.079,0.0305,32.8,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2020-04-19,3158.0,124.0,140.714,54.0,2.0,4.143,52.727,2.07,2.349,0.902,0.033,0.069,1.41,36.0,0.601,184.0,3.072,,,,,114711.0,6690.0,1.931,0.113,4947.0,0.083,0.0284,35.2,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,541.6,0.36,-4.19,9.210582
ZAF,Africa,South Africa,2020-04-20,3300.0,142.0,146.857,58.0,4.0,4.429,55.097,2.371,2.452,0.968,0.067,0.074,1.41,36.0,0.601,183.0,3.055,,,,,121510.0,6799.0,2.046,0.114,5407.0,0.091,0.0272,36.8,people tested,,,,,,,,,,,,,,87.96,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
